[60.0, ' State-gov', 194252.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 3103.0, 0.0, 40.0, ' United-States', ' >50K']
[29.0, ' Private', 145011.0, ' Some-college', 10.0, ' Never-married', ' Craft-repair', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[24.0, ' Private', 219754.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[52.0, ' Self-emp-inc', 138497.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[36.0, ' Private', 356838.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' Canada', ' <=50K']
[38.0, ' Private', 166988.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Private', 186110.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' State-gov', 170165.0, ' HS-grad', 9.0, ' Separated', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 37.0, ' United-States', ' <=50K']
[38.0, ' Private', 179579.0, ' HS-grad', 9.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Private', 99199.0, ' HS-grad', 9.0, ' Never-married', ' Machine-op-inspct', ' Own-child', ' White', ' Male', 0.0, 0.0, 32.0, ' United-States', ' <=50K']
[57.0, ' Private', 112840.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[32.0, ' Private', 342458.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Self-emp-not-inc', 91044.0, ' Masters', 14.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[33.0, ' Private', 116508.0, ' 10th', 6.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[27.0, ' Private', 175821.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 34.0, ' United-States', ' <=50K']
[33.0, ' Private', 97521.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[20.0, ' Private', 34706.0, ' Some-college', 10.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' Black', ' Male', 0.0, 0.0, 47.0, ' United-States', ' <=50K']
[63.0, ' Self-emp-not-inc', 194638.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 32.0, ' United-States', ' <=50K']
[30.0, ' Private', 169583.0, ' HS-grad', 9.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[25.0, ' Private', 242464.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' Private', 355728.0, ' HS-grad', 9.0, ' Divorced', ' Machine-op-inspct', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[33.0, ' Private', 460408.0, ' HS-grad', 9.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Male', 3325.0, 0.0, 50.0, ' United-States', ' <=50K']
[44.0, ' Private', 462838.0, ' HS-grad', 9.0, ' Divorced', ' Handlers-cleaners', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 48.0, ' United-States', ' <=50K']
[64.0, ' Private', 116084.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 2635.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Private', 113106.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[52.0, ' Self-emp-not-inc', 194791.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[60.0, ' Private', 123218.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Other-service', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[54.0, ' Private', 182854.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[69.0, ' ?', 106566.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' ?', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[21.0, ' Private', 231931.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[24.0, ' Private', 208882.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[26.0, ' Private', 117833.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 1669.0, 50.0, ' United-States', ' <=50K']
[23.0, ' ?', 123983.0, ' Bachelors', 13.0, ' Never-married', ' ?', ' Own-child', ' Other', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[62.0, ' Private', 88055.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[49.0, ' Private', 104542.0, ' HS-grad', 9.0, ' Divorced', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[24.0, ' Private', 182504.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[52.0, ' Private', 104501.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Germany', ' >50K']
[30.0, ' Private', 226013.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[48.0, ' Private', 125892.0, ' Bachelors', 13.0, ' Divorced', ' Exec-managerial', ' Other-relative', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[44.0, ' Self-emp-not-inc', 163985.0, ' Prof-school', 15.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 32.0, ' United-States', ' >50K']
[45.0, ' Federal-gov', 179638.0, ' Masters', 14.0, ' Divorced', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[20.0, ' Private', 309580.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[34.0, ' Local-gov', 177675.0, ' Some-college', 10.0, ' Never-married', ' Protective-serv', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[33.0, ' Private', 96635.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Not-in-family', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 26.0, ' South', ' <=50K']
[64.0, ' Private', 69525.0, ' HS-grad', 9.0, ' Divorced', ' Craft-repair', ' Unmarried', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[33.0, ' Private', 85043.0, ' HS-grad', 9.0, ' Never-married', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[48.0, ' Private', 216292.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 43.0, ' United-States', ' <=50K']
[43.0, ' Private', 203642.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[48.0, ' State-gov', 327886.0, ' Doctorate', 16.0, ' Divorced', ' Prof-specialty', ' Own-child', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[35.0, ' Private', 356838.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Tech-support', ' Husband', ' White', ' Male', 2829.0, 0.0, 55.0, ' Poland', ' <=50K']
[26.0, ' Private', 311497.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[71.0, ' Private', 55965.0, ' 7th-8th', 4.0, ' Widowed', ' Transport-moving', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 10.0, ' United-States', ' <=50K']
[52.0, ' Private', 74660.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[44.0, ' Private', 100584.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' Amer-Indian-Eskimo', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Local-gov', 180805.0, ' HS-grad', 9.0, ' Never-married', ' Transport-moving', ' Not-in-family', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' Private', 274363.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 7298.0, 0.0, 42.0, ' United-States', ' >50K']
[23.0, ' Self-emp-inc', 215395.0, ' Assoc-voc', 11.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[42.0, ' Self-emp-not-inc', 214242.0, ' Prof-school', 15.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 1902.0, 50.0, ' United-States', ' >50K']
[35.0, ' Self-emp-not-inc', 102471.0, ' HS-grad', 9.0, ' Divorced', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 80.0, ' Puerto-Rico', ' <=50K']
[49.0, ' Private', 224393.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 55.0, ' United-States', ' >50K']
[26.0, ' Private', 147821.0, ' Bachelors', 13.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 45.0, ' ?', ' <=50K']
[42.0, ' Private', 162003.0, ' HS-grad', 9.0, ' Divorced', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 55.0, ' United-States', ' <=50K']
[27.0, ' Local-gov', 255237.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[19.0, ' ?', 318264.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Own-child', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[20.0, ' Private', 174714.0, ' Some-college', 10.0, ' Never-married', ' Prof-specialty', ' Own-child', ' White', ' Male', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[22.0, ' Private', 459463.0, ' 12th', 8.0, ' Married-spouse-absent', ' Other-service', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[35.0, ' Private', 183800.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[27.0, ' Self-emp-not-inc', 114225.0, ' Some-college', 10.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[31.0, ' Private', 199655.0, ' Masters', 14.0, ' Divorced', ' Other-service', ' Not-in-family', ' Other', ' Female', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[39.0, ' Private', 99357.0, ' Masters', 14.0, ' Divorced', ' Prof-specialty', ' Own-child', ' White', ' Female', 1506.0, 0.0, 40.0, ' United-States', ' <=50K']
[49.0, ' Private', 371299.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[40.0, ' Private', 694812.0, ' Some-college', 10.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' Private', 313181.0, ' HS-grad', 9.0, ' Divorced', ' Adm-clerical', ' Other-relative', ' Black', ' Male', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[56.0, ' Private', 164332.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Wife', ' White', ' Female', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[31.0, ' Self-emp-not-inc', 349148.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 48.0, ' United-States', ' <=50K']
[30.0, ' Private', 160784.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[46.0, ' Local-gov', 187749.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 40.0, ' Philippines', ' >50K']
[45.0, ' Private', 191703.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[47.0, ' Private', 209320.0, ' HS-grad', 9.0, ' Separated', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Private', 234652.0, ' 5th-6th', 3.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[32.0, ' Private', 191777.0, ' Assoc-voc', 11.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' Black', ' Female', 0.0, 0.0, 35.0, ' England', ' <=50K']
[32.0, ' Private', 33678.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[35.0, ' ?', 253860.0, ' HS-grad', 9.0, ' Divorced', ' ?', ' Unmarried', ' White', ' Female', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[22.0, ' Private', 218886.0, ' 12th', 8.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' Amer-Indian-Eskimo', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[68.0, ' Self-emp-not-inc', 365020.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[29.0, ' Private', 82393.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Other-service', ' Own-child', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 25.0, ' Philippines', ' <=50K']
[72.0, ' Private', 157593.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 1455.0, 0.0, 6.0, ' United-States', ' <=50K']
[36.0, ' Self-emp-not-inc', 112497.0, ' Prof-school', 15.0, ' Divorced', ' Prof-specialty', ' Unmarried', ' White', ' Male', 25236.0, 0.0, 40.0, ' United-States', ' >50K']
[32.0, ' Federal-gov', 72338.0, ' Assoc-voc', 11.0, ' Never-married', ' Prof-specialty', ' Other-relative', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[78.0, ' Self-emp-inc', 212660.0, ' 11th', 7.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 10.0, ' United-States', ' <=50K']
[39.0, ' Private', 214816.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[56.0, ' Self-emp-not-inc', 62539.0, ' 11th', 7.0, ' Widowed', ' Other-service', ' Unmarried', ' White', ' Female', 0.0, 0.0, 65.0, ' Greece', ' >50K']
[19.0, ' Private', 369463.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[52.0, ' ?', 92968.0, ' Masters', 14.0, ' Married-civ-spouse', ' ?', ' Wife', ' White', ' Female', 15024.0, 0.0, 40.0, ' United-States', ' >50K']
[41.0, ' Private', 104892.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 2829.0, 0.0, 40.0, ' United-States', ' <=50K']
[35.0, ' Private', 265662.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[42.0, ' Private', 201785.0, ' Masters', 14.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[37.0, ' Private', 172722.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' Private', 193047.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[46.0, ' Local-gov', 149949.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' >50K']
[39.0, ' Private', 203070.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 0.0, 0.0, 49.0, ' United-States', ' <=50K']
[21.0, ' Private', 195919.0, ' 10th', 6.0, ' Never-married', ' Handlers-cleaners', ' Not-in-family', ' Other', ' Male', 0.0, 0.0, 40.0, ' Dominican-Republic', ' <=50K']
[62.0, ' Private', 186696.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' Private', 182689.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[30.0, ' Private', 38848.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[62.0, ' Private', 132917.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' Black', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[37.0, ' Local-gov', 126569.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[44.0, ' Private', 125461.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[18.0, ' ?', 266287.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Own-child', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[46.0, ' Private', 336984.0, ' HS-grad', 9.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' White', ' Male', 0.0, 0.0, 17.0, ' United-States', ' <=50K']
[52.0, ' Private', 218550.0, ' Some-college', 10.0, ' Married-spouse-absent', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 14084.0, 0.0, 16.0, ' United-States', ' >50K']
[34.0, ' Private', 272411.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Private', 341762.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 65.0, ' United-States', ' >50K']
[19.0, ' ?', 365871.0, ' 7th-8th', 4.0, ' Never-married', ' ?', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[18.0, ' Private', 115443.0, ' 11th', 7.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Private', 289468.0, ' 11th', 7.0, ' Widowed', ' Other-service', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[57.0, ' Private', 141570.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' Black', ' Male', 0.0, 1977.0, 40.0, ' United-States', ' >50K']
[50.0, ' Private', 188186.0, ' Masters', 14.0, ' Divorced', ' Sales', ' Not-in-family', ' White', ' Female', 0.0, 1590.0, 45.0, ' United-States', ' <=50K']
[52.0, ' Private', 126978.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Wife', ' Asian-Pac-Islander', ' Female', 0.0, 0.0, 40.0, ' China', ' <=50K']
[54.0, ' Private', 145714.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Tech-support', ' Husband', ' White', ' Male', 7688.0, 0.0, 25.0, ' United-States', ' >50K']
[27.0, ' Private', 58654.0, ' Assoc-voc', 11.0, ' Separated', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[28.0, ' Private', 224964.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[29.0, ' Private', 126399.0, ' HS-grad', 9.0, ' Divorced', ' Sales', ' Unmarried', ' White', ' Female', 0.0, 0.0, 32.0, ' United-States', ' <=50K']
[43.0, ' Private', 51506.0, ' 12th', 8.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Federal-gov', 273194.0, ' HS-grad', 9.0, ' Never-married', ' Transport-moving', ' Not-in-family', ' Black', ' Male', 3325.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' Self-emp-inc', 170850.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[43.0, ' Private', 260761.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[41.0, ' Private', 166813.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 55.0, ' United-States', ' <=50K']
[62.0, ' Self-emp-inc', 56248.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 2415.0, 60.0, ' United-States', ' >50K']
